iter	MAE
767	229.912644
768	229.9076267
769	229.9071996
770	229.8859668
771	229.8857395
772	229.885273
773	229.8790709
774	229.8686359
775	229.8581595
776	229.8574404
777	229.8353697
778	229.8345516
779	229.8257285
780	229.8177623
781	229.8039108
782	229.8038121
783	229.7914127
784	229.7838024
785	229.7821129
786	229.7755873
787	229.7642985
788	229.7641996
789	229.7603808
790	229.7600543
791	229.7599757
792	229.7599035
793	229.7459375
794	229.7348535
795	229.7326953
796	229.725363
797	229.7252342
798	229.716777
799	229.7166373
800	229.7017647
801	229.7016613
802	229.686259
803	229.6807614
804	229.6741703
805	229.6733692
806	229.6713081
807	229.6394197
808	229.6353265
809	229.6123726
810	229.6030991
811	229.6023562
812	229.5959971
813	229.5929086
814	229.5765185
815	229.5763077
816	229.5756441
817	229.5681021
818	229.5679923
819	229.5376512
820	229.5350158
821	229.5183373
822	229.5150347
823	229.5067728
824	229.5066309
825	229.5000157
826	229.4759067
827	229.452287
828	229.4438792
829	229.4408192
830	229.439734
831	229.4396467
832	229.4156209
833	229.4153593
834	229.4087027
835	229.398502
836	229.3958563
837	229.3526839
838	229.348619
839	229.3387883
840	229.3343906
841	229.3009186
842	229.2759068
843	229.2757765
844	229.2721864
845	229.2700543
846	229.261683
847	229.2553283
848	229.2450573
849	229.2337605
850	229.2284787
851	229.2272298
852	229.2093189
853	229.2089622
854	229.2050243
855	229.1956874
856	229.169916
857	229.1694459
858	229.1693917
859	229.1693349
860	229.1657431
861	229.1351192
862	229.1019534
863	229.1013265
864	229.0901736
865	229.0901368
866	229.0836886
867	229.0765972
868	229.0655032
869	229.0552025
870	229.0285448
871	229.0117218
872	228.9790668
873	228.9789999
874	228.970267
875	228.9697368
876	228.9427526
877	228.9427115
878	228.9426692
879	228.939814
880	228.939763
881	228.9314241
882	228.9180801
883	228.9180397
884	228.9180076
885	228.9168781
886	228.8973074
887	228.8853828
888	228.8801496
889	228.8798581
890	228.8793555
891	228.8505576
892	228.8250833
893	228.8249145
894	228.8215963
895	228.8196465
896	228.8193831
897	228.8164404
898	228.8153861
899	228.8124014
900	228.8122478
901	228.8111077
902	228.8064286
903	228.7911604
904	228.7875468
905	228.7621924
906	228.7400622
907	228.7399903
908	228.7374345
909	228.7058035
910	228.6908653
911	228.6908464
912	228.6904018
913	228.6884657
914	228.6875578
915	228.6873143
916	228.6799135
917	228.6796899
918	228.6775598
919	228.6545222
920	228.6543292
921	228.6482008
922	228.6480201
923	228.6379325
924	228.6329155
925	228.6192578
926	228.6134882
927	228.6133187
928	228.6073158
929	228.6071708
930	228.6070234
931	228.6067916
932	228.6067
933	228.6065818
934	228.6064353
935	228.5979641
936	228.5960835
937	228.5898156
938	228.5854128
939	228.5853092
940	228.5633969
941	228.5629089
942	228.5512795
943	228.5486215
944	228.5485591
945	228.5479684
946	228.5476054
947	228.5401779
948	228.5397957
949	228.5233753
950	228.5161479
951	228.5160452
952	228.5154062
953	228.5007807
954	228.4695595
955	228.4636869
956	228.4428606
957	228.4387659
958	228.438662
959	228.4360111
960	228.4290617
961	228.4276051
962	228.4251245
963	228.425037
964	228.3943042
965	228.3690915
966	228.3674614
967	228.3673649
968	228.3396927
969	228.3392584
970	228.337983
971	228.3378951
972	228.3363937
973	228.3280409
974	228.3081364
975	228.3080707
976	228.3040067
977	228.2759595
978	228.2722567
979	228.2614933
980	228.2610298
981	228.2552324
982	228.2532066
983	228.2375318
984	228.2285781
985	228.2284916
986	228.2195307
987	228.2192864
988	228.2064391
989	228.1930153
990	228.1888899
991	228.1694711
992	228.1626315
993	228.1626048
994	228.0608181
995	228.0604644
996	228.0593452
997	228.0592744
998	228.0556525
999	228.0483008
1000	228.0406621
1001	228.0406358
1002	228.0405979
1003	228.0234558
1004	228.0208866
1005	228.020845
1006	228.0150038
1007	228.0102432
1008	228.0102067
1009	228.0035615
1010	227.9873273
1011	227.9870197
1012	227.9870015
1013	227.9842112
1014	227.9841756
1015	227.9841311
1016	227.9712099
1017	227.9711844
1018	227.9682824
1019	227.9591164
1020	227.9440203
1021	227.9439961
1022	227.9257402
1023	227.9023158
1024	227.9014604
1025	227.8994966
1026	227.8781267
1027	227.8780949
1028	227.8706794
1029	227.8624826
1030	227.8600657
1031	227.858308
1032	227.8551524
1033	227.8496626
1034	227.8470835
1035	227.8469615
1036	227.8435423
1037	227.8427564
1038	227.8424002
1039	227.8398298
1040	227.8330444
1041	227.8328138
1042	227.8289209
1043	227.8288155
1044	227.8184544
1045	227.8183949
1046	227.8124747
1047	227.8115557
1048	227.8115215
1049	227.8098907
1050	227.801605
1051	227.7775049
1052	227.7714016
1053	227.7623695
1054	227.7618734
1055	227.759053
1056	227.7245123
1057	227.7053407
1058	227.703959
1059	227.699333
1060	227.6956499
1061	227.6874288
1062	227.6851597
1063	227.6840196
1064	227.6808517
1065	227.6738058
1066	227.6634857
1067	227.6550348
1068	227.6549563
1069	227.6548879
1070	227.6485911
1071	227.6470921
1072	227.6402543
1073	227.6402085
1074	227.6401444
1075	227.6400638
1076	227.6262977
1077	227.6262359
1078	227.6262059
1079	227.6261009
1080	227.626074
1081	227.6041779
1082	227.5777887
1083	227.5762488
1084	227.5761991
1085	227.5760962
1086	227.5759926
1087	227.5718849
1088	227.5599266
1089	227.5563368
1090	227.5563006
1091	227.5493993
1092	227.537252
1093	227.5372259
1094	227.5314688
1095	227.5300765
1096	227.5300599
1097	227.5294998
1098	227.5288505
1099	227.5231852
1100	227.5230364
1101	227.5206989
1102	227.5169967
1103	227.5169903
1104	227.5155604
1105	227.5155535
1106	227.5117486
1107	227.5113361
1108	227.5107259
1109	227.5107139
1110	227.5107067
1111	227.5053936
1112	227.5053701
1113	227.4914479
1114	227.489344
1115	227.4802702
1116	227.4723492
1117	227.472341
1118	227.4723273
1119	227.4713935
1120	227.469435
1121	227.4608118
1122	227.4606726
1123	227.458604
1124	227.4555514
1125	227.4553663
1126	227.4551648
1127	227.4550983
1128	227.4532027
1129	227.444949
1130	227.4374938
1131	227.43413
1132	227.4302641
1133	227.430227
1134	227.4066905
1135	227.402206
1136	227.3895135
1137	227.3894812
1138	227.3855046
1139	227.3849025
1140	227.384871
1141	227.3743512
1142	227.3742223
1143	227.3648938
1144	227.3628831
1145	227.3623511
1146	227.3593314
1147	227.35302
1148	227.3529782
1149	227.3517513
1150	227.3472534
1151	227.3356842
1152	227.3352746
1153	227.3320348
1154	227.3268222
1155	227.3189398
1156	227.3164016
1157	227.3160468
1158	227.3159341
1159	227.3156815
1160	227.3050403
1161	227.305006
1162	227.3045084
1163	227.3040882
1164	227.3027964
1165	227.3027795
1166	227.3027648
1167	227.2745393
1168	227.2722731
1169	227.2700448
1170	227.2700093
1171	227.2699877
1172	227.26997
1173	227.2696325
1174	227.2562528
1175	227.2448931
1176	227.229301
1177	227.2243202
1178	227.2242935
1179	227.2203013
1180	227.2202854
1181	227.2146687
1182	227.212893
1183	227.2127008
1184	227.2126693
1185	227.2089087
1186	227.203977
1187	227.2014352
1188	227.1943072
1189	227.1897324
1190	227.1896986
1191	227.1875365
1192	227.1854294
1193	227.1854092
1194	227.1788693
1195	227.1766968
1196	227.1766746
1197	227.1725058
1198	227.164885
1199	227.1495944
1200	227.149514
1201	227.1494507
1202	227.1494398
1203	227.1478873
1204	227.1466374
1205	227.1393646
1206	227.1367756
1207	227.1275209
1208	227.1182758
1209	227.1182464
1210	227.1181837
1211	227.1065553
1212	227.1045334
1213	227.1044776
1214	227.1000859
1215	227.1000373
1216	227.09567
1217	227.087429
1218	227.0873178
1219	227.0850274
1220	227.0534951
1221	227.0269896
1222	227.0114563
1223	227.0107257
1224	226.9916679
1225	226.9879181
1226	226.9835126
1227	226.9720458
1228	226.9651699
1229	226.8690107
1230	226.8636646
1231	226.8635542
1232	226.8595482
1233	226.8338119
1234	226.8145837
1235	226.8132359
1236	226.8093736
1237	226.8089787
1238	226.8019628
1239	226.7965379
1240	226.7908476
1241	226.7907633
1242	226.7639005
1243	226.7630351
1244	226.7627994
1245	226.7581617
1246	226.7540628
1247	226.7384461
1248	226.735293
1249	226.7321928
1250	226.7315612
1251	226.723897
1252	226.7157046
1253	226.710245
1254	226.6990726
1255	226.698852
1256	226.69836
1257	226.6981407
1258	226.6924545
1259	226.6702872
1260	226.66178
1261	226.657614
1262	226.6462414
1263	226.6415169
1264	226.6362856
1265	226.6359317
1266	226.6290691
1267	226.6253147
1268	226.6210379
1269	226.6208328
1270	226.6069463
1271	226.5911235
1272	226.5852115
1273	226.5851256
1274	226.5624982
1275	226.5301022
1276	226.5298965
1277	226.5275916
1278	226.516671
1279	226.5149592
1280	226.5098409
1281	226.4965121
1282	226.4929675
1283	226.4891562
1284	226.4884607
1285	226.4882855
1286	226.4860396
1287	226.4841557
1288	226.4776257
1289	226.4654542
1290	226.4463992
1291	226.4463678
1292	226.4461188
1293	226.4409206
1294	226.4257288
1295	226.4239352
1296	226.4216712
1297	226.4149388
1298	226.4092171
1299	226.3815278
1300	226.3670029
1301	226.3659879
1302	226.3598087
1303	226.3393428
1304	226.3303001
1305	226.3193178
1306	226.3118465
1307	226.3018055
1308	226.2921187
1309	226.2920771
1310	226.2920464
1311	226.2738942
1312	226.2677269
1313	226.2512762
1314	226.2201311
1315	226.181942
1316	226.1782671
1317	226.1755496
1318	226.1572672
1319	226.1347392
1320	226.1322472
1321	226.1322019
1322	226.1320593
1323	226.1141361
1324	226.1139749
1325	226.10271
1326	226.0861235
1327	226.0756127
1328	226.0753221
1329	226.0728682
1330	226.0621248
1331	226.0619501
1332	226.0600147
1333	226.0570147
1334	226.0561756
1335	226.0371431
1336	226.0351403
1337	226.0349158
1338	226.0337918
1339	226.0335983
1340	226.0299379
1341	226.0219065
1342	226.0187489
1343	226.0126757
1344	226.0118008
1345	226.0024625
1346	226.0020381
1347	226.0018328
1348	226.0017595
1349	226.0016941
1350	225.9975344
1351	225.9966833
1352	225.9966007
1353	225.9960909
1354	225.9887
1355	225.9827893
1356	225.9782951
1357	225.9509874
1358	225.9508809
1359	225.9380497
1360	225.9324219
1361	225.9323681
1362	225.9317602
1363	225.9315833
1364	225.9302598
1365	225.9231784
1366	225.9228267
1367	225.9188371
1368	225.9134372
1369	225.9131874
1370	225.8951325
1371	225.8825229
1372	225.8824363
1373	225.8752867
1374	225.8748767
1375	225.8747982
1376	225.8736547
1377	225.8708101
1378	225.8670228
1379	225.8669735
1380	225.8663634
1381	225.8488274
1382	225.8452284
1383	225.8451898
1384	225.8450956
1385	225.83592
1386	225.8271067
1387	225.8093605
1388	225.8090121
1389	225.8088813
1390	225.803838
1391	225.8037195
1392	225.803629
1393	225.8029885
1394	225.8029094
1395	225.7969571
1396	225.7904406
1397	225.789056
1398	225.7875268
1399	225.7838701
1400	225.7837455
1401	225.7522975
1402	225.7490767
1403	225.744893
1404	225.7446658
1405	225.7130964
1406	225.7032819
1407	225.6974393
1408	225.6973141
1409	225.6953724
1410	225.6933271
1411	225.6931958
1412	225.6692174
1413	225.6688484
1414	225.6687288
1415	225.6686357
1416	225.6685399
1417	225.6655151
1418	225.6654788
1419	225.6593543
1420	225.6592849
1421	225.6592666
1422	225.6567497
1423	225.6565879
1424	225.6537914
1425	225.6469601
1426	225.6382753
1427	225.6381891
1428	225.624892
1429	225.6247622
1430	225.624693
1431	225.6245942
1432	225.6153249
1433	225.6135086
1434	225.6134278
1435	225.6133648
1436	225.6133368
1437	225.6132783
1438	225.6124854
1439	225.6124714
1440	225.612447
1441	225.6106623
1442	225.6079655
1443	225.6057046
1444	225.6011661
1445	225.6011371
1446	225.6011006
1447	225.600792
1448	225.5979503
1449	225.5978821
1450	225.5978665
1451	225.5965845
1452	225.5898602
1453	225.5897909
1454	225.5792853
1455	225.5791766
1456	225.5790953
1457	225.5790354
1458	225.5790202
1459	225.5789633
1460	225.5789145
1461	225.5787363
1462	225.5752256
1463	225.5752058
1464	225.5739859
1465	225.5739692
1466	225.5716044
1467	225.5715523
1468	225.5713478
1469	225.5701299
1470	225.5700866
1471	225.563189
1472	225.562797
1473	225.5626706
1474	225.5626576
1475	225.5589959
1476	225.5480895
1477	225.5480475
1478	225.5478438
1479	225.542834
1480	225.5428241
1481	225.5426358
1482	225.5347375
1483	225.5339812
1484	225.5316775
1485	225.5316659
1486	225.5316301
1487	225.5179728
1488	225.5178108
1489	225.5177816
1490	225.5165059
1491	225.5083721
1492	225.5062107
1493	225.5059924
1494	225.504143
1495	225.5041081
1496	225.4936961
1497	225.4927118
1498	225.4912865
1499	225.4842191
1500	225.4815181
1501	225.4800746
1502	225.4796572
1503	225.4796186
1504	225.4795891
1505	225.4795626
1506	225.4743793
1507	225.4686508
1508	225.4439484
1509	225.4436425
1510	225.4402548
1511	225.4402162
1512	225.4401791
1513	225.4401581
1514	225.4399083
1515	225.439888
1516	225.437216
1517	225.4371943
1518	225.4205204
1519	225.4167612
1520	225.3860985
1521	225.3860636
1522	225.3743712
1523	225.3743258
1524	225.3743025
1525	225.3736786
1526	225.3736433
1527	225.3736229
1528	225.3736122
1529	225.3735856
1530	225.3732483
1531	225.3730717
1532	225.3730527
1533	225.3724297
1534	225.3685368
1535	225.3685059
1536	225.3684779
1537	225.3683203
1538	225.365897
1539	225.3658764
1540	225.3566914
1541	225.3556461
1542	225.3494401
1543	225.3494018
1544	225.3493751
1545	225.3493528
1546	225.3315159
1547	225.3203255
1548	225.3115007
1549	225.3004424
1550	225.2832821
1551	225.274208
1552	225.2732698
1553	225.2713043
1554	225.2688475
1555	225.2687992
1556	225.2687769
1557	225.2687484
1558	225.2687247
1559	225.2666618
1560	225.2612252
1561	225.2606305
1562	225.2588904
1563	225.2397252
1564	225.2371213
1565	225.2245245
1566	225.2220817
1567	225.2168712
1568	225.2165138
1569	225.2163872
1570	225.2153662
1571	225.2074737
1572	225.2068484
1573	225.2056852
1574	225.2056552
1575	225.2056375
1576	225.1961693
1577	225.1785319
1578	225.1784122
1579	225.1710312
1580	225.1598612
1581	225.1598196
1582	225.1597866
1583	225.155317
1584	225.1531812
1585	225.1400488
1586	225.1375338
1587	225.1202112
1588	225.1173707
1589	225.1112022
1590	225.1109612
1591	225.1076539
1592	225.0917237
1593	225.0839142
1594	225.0780988
1595	225.0748002
1596	225.0747677
1597	225.0740783
1598	225.0513472
1599	225.0465998
1600	225.0328506
1601	225.0190442
1602	225.0125968
1603	225.0107821
1604	224.9937823
1605	224.9918501
1606	224.991236
1607	224.9840112
1608	224.9834574
1609	224.976273
1610	224.9759463
1611	224.9559396
1612	224.9559122
1613	224.9423142
1614	224.9422684
1615	224.9422431
1616	224.9420695
1617	224.938761
1618	224.934338
1619	224.9343194
1620	224.9340496
1621	224.9186105
1622	224.9003068
1623	224.8912566
1624	224.8912144
1625	224.8905168
1626	224.8863743
1627	224.8860072
1628	224.8819101
1629	224.8818437
1630	224.8751909
1631	224.8751302
1632	224.8750879
1633	224.8750618
1634	224.8750314
1635	224.8750054
1636	224.8749789
1637	224.8749488
1638	224.8749186
1639	224.8734767
1640	224.8731453
1641	224.8731309
1642	224.8663968
1643	224.8577701
1644	224.8577603
1645	224.8345319
1646	224.833955
1647	224.8095643
1648	224.8001273
1649	224.7736572
1650	224.7731592
1651	224.7709275
1652	224.7632173
1653	224.7622467
1654	224.7612945
1655	224.7608269
1656	224.7607391
1657	224.7606097
1658	224.76058
1659	224.758008
1660	224.7556459
1661	224.7293469
1662	224.7290555
1663	224.7289237
1664	224.7278041
1665	224.7274212
1666	224.7258261
1667	224.7256943
1668	224.7256624
1669	224.7247014
1670	224.7246179
1671	224.7245757
1672	224.7223442
1673	224.7220729
1674	224.7202765
1675	224.7180614
1676	224.7180263
1677	224.7172131
1678	224.7073739
1679	224.698506
1680	224.6836
1681	224.6835666
1682	224.6835285
